Strain	T0
Netherlands/NA_113/2020	2911
Netherlands/NA_114/2020	253
Netherlands/NA_115/2020	250
Netherlands/NA_12/2020	1849
Netherlands/NA_13/2020	156
Netherlands/NA_131/2020	3018
Netherlands/NA_132/2020	3006
Netherlands/NA_133/2020	2979
Netherlands/NA_134/2020	245
Netherlands/NA_14/2020	2168
Netherlands/NA_15/2020	1873
Netherlands/NA_16/2020	165
Netherlands/NA_17/2020	174
Netherlands/NA_18/2020	174
Netherlands/NA_19/2020	1710
Netherlands/NA_2/2020	1502
Netherlands/NA_20/2020	558
Netherlands/NA_21/2020	2543
Netherlands/NA_22/2020	2958
Netherlands/NA_23/2020	4229
Netherlands/NA_24/2020	829
Netherlands/NA_25/2020	1708
Netherlands/NA_26/2020	1768
Netherlands/NA_27/2020	2219
Netherlands/NA_28/2020	170
Netherlands/NA_29/2020	2290
Netherlands/NA_30/2020	686
Netherlands/NA_31/2020	249
Netherlands/NA_32/2020	3009
Netherlands/NA_33/2020	2895
Netherlands/NA_34/2020	2240
Netherlands/NA_35/2020	2320
Netherlands/NA_36/2020	1934
Netherlands/NA_37/2020	1934
Netherlands/NA_38/2020	1934
Netherlands/NA_39/2020	2898
Netherlands/NA_40/2020	2908
Netherlands/NA_41/2020	2912
Netherlands/NA_42/2020	3641
Netherlands/NA_43/2020	2323
Netherlands/NA_44/2020	2908
Netherlands/NA_45/2020	2886
Netherlands/NA_46/2020	2324
Netherlands/NA_47/2020	2291
Netherlands/NA_48/2020	2249
Netherlands/NA_49/2020	1862
Netherlands/NA_492/2020	4660
Netherlands/NA_50/2020	2908
Netherlands/NA_51/2020	1934
Netherlands/NA_52/2020	168
Netherlands/NA_53/2020	1872
Netherlands/NA_54/2020	1871
Netherlands/NA_55/2020	2261
Netherlands/NA_56/2020	1871
Netherlands/NA_57/2020	2261
Netherlands/NA_58/2020	2907
Netherlands/NA_59/2020	2325
Netherlands/NA_6/2020	3419
Netherlands/NA_60/2020	2261
Netherlands/NA_605/2020	4147
Netherlands/NA_61/2020	4237
Netherlands/NA_62/2020	1934
Netherlands/NA_64/2020	1934
Netherlands/NA_65/2020	2170
Netherlands/NA_666/2020	2908
Netherlands/NA_667/2020	2892
Netherlands/NA_668/2020	2913
Netherlands/NA_669/2020	2908
Netherlands/NA_67/2020	3007
Netherlands/NA_670/2020	2261
Netherlands/NA_671/2020	2908
Netherlands/NA_672/2020	2916
Netherlands/NA_673/2020	3745
Netherlands/NA_674/2020	3004
Netherlands/NA_676/2020	2324
Netherlands/NA_678/2020	1713
Netherlands/NA_679/2020	1775
Netherlands/NA_68/2020	2897
Netherlands/NA_680/2020	2288
Netherlands/NA_69/2020	2322
Netherlands/NA_7/2020	1937
Netherlands/NA_70/2020	2893
Netherlands/NA_71/2020	2894
Netherlands/NA_73/2020	2278
Netherlands/NA_74/2020	2261
Netherlands/NA_75/2020	2908
Netherlands/NA_76/2020	2884
Netherlands/NA_77/2020	2908
Netherlands/NA_78/2020	1863
Netherlands/NA_79/2020	2193
Netherlands/NA_8/2020	1850
Netherlands/NA_80/2020	2908
Netherlands/NA_81/2020	2962
Netherlands/NA_82/2020	2910
Netherlands/NA_83/2020	2908
Netherlands/NA_84/2020	2896
Netherlands/NA_85/2020	2169
Netherlands/NA_9/2020	1777
Netherlands/Naarden_1364774/2020	3009
Netherlands/NB-RIVM-10048/2020	252
Netherlands/NB-RIVM-10049/2020	251
Netherlands/NH-RIVM-10047/2020	2938
Netherlands/NH-RIVM-10073/2020	1023
Netherlands/NH-RIVM-10103/2020	1715
Netherlands/NH-RIVM-10104/2020	3351
Netherlands/Nieuwendijk_1363582/2020	2960
Netherlands/NoordBrabant_1/2020	160
Netherlands/NoordBrabant_10/2020	3010
Netherlands/NoordBrabant_10003/2020	2881
Netherlands/NoordBrabant_103/2020	246
Netherlands/NoordBrabant_104/2020	253
Netherlands/NoordBrabant_105/2020	253
Netherlands/NoordBrabant_11/2020	3012
Netherlands/NoordBrabant_110/2020	2908
Netherlands/NoordBrabant_111/2020	2909
Netherlands/NoordBrabant_12/2020	3011
Netherlands/NoordBrabant_13/2020	247
Netherlands/NoordBrabant_14/2020	1701
Netherlands/NoordBrabant_15/2020	1938
Netherlands/NoordBrabant_16/2020	146
Netherlands/NoordBrabant_17/2020	4257
Netherlands/NoordBrabant_18/2020	2902
Netherlands/NoordBrabant_19/2020	2900
Netherlands/NoordBrabant_2/2020	1701
Netherlands/NoordBrabant_20/2020	2205
Netherlands/NoordBrabant_21/2020	248
Netherlands/NoordBrabant_22/2020	2326
Netherlands/NoordBrabant_23/2020	2327
Netherlands/NoordBrabant_24/2020	2891
Netherlands/NoordBrabant_25/2020	2205
Netherlands/NoordBrabant_26/2020	1541
Netherlands/NoordBrabant_27/2020	2944
Netherlands/NoordBrabant_28/2020	2940
Netherlands/NoordBrabant_29/2020	2957
Netherlands/NoordBrabant_3/2020	1777
Netherlands/NoordBrabant_30/2020	2945
Netherlands/NoordBrabant_31/2020	2941
Netherlands/NoordBrabant_32/2020	3017
Netherlands/NoordBrabant_35/2020	2943
Netherlands/NoordBrabant_36/2020	1743
Netherlands/NoordBrabant_39/2020	1542
Netherlands/NoordBrabant_4/2020	4259
Netherlands/NoordBrabant_42/2020	2914
Netherlands/NoordBrabant_44/2020	2905
Netherlands/NoordBrabant_45/2020	1937
Netherlands/NoordBrabant_46/2020	3836
Netherlands/NoordBrabant_47/2020	3002
Netherlands/NoordBrabant_48/2020	3008
Netherlands/NoordBrabant_49/2020	2904
Netherlands/NoordBrabant_5/2020	2816
Netherlands/NoordBrabant_52/2020	2904
Netherlands/NoordBrabant_54/2020	3013
Netherlands/NoordBrabant_55/2020	1849
Netherlands/NoordBrabant_56/2020	2321
Netherlands/NoordBrabant_57/2020	2901
Netherlands/NoordBrabant_58/2020	1937
Netherlands/NoordBrabant_59/2020	156
Netherlands/NoordBrabant_6/2020	2287
Netherlands/NoordBrabant_60/2020	2873
Netherlands/NoordBrabant_68/2020	2905
Netherlands/NoordBrabant_69/2020	2106
Netherlands/NoordBrabant_70/2020	255
Netherlands/NoordBrabant_71/2020	255
Netherlands/NoordBrabant_72/2020	2908
Netherlands/NoordBrabant_73/2020	2292
Netherlands/NoordBrabant_74/2020	253
Netherlands/NoordBrabant_75/2020	2908
Netherlands/NoordBrabant_76/2020	3641
Netherlands/NoordBrabant_77/2020	3003
Netherlands/NoordBrabant_79/2020	3020
Netherlands/NoordBrabant_80/2020	2899
Netherlands/NoordBrabant_81/2020	253
Netherlands/NoordBrabant_82/2020	3005
Netherlands/NoordBrabant_83/2020	3019
Netherlands/NoordBrabant_85/2020	253
Netherlands/NoordBrabant_86/2020	900
Netherlands/NoordBrabant_87/2020	2971
Netherlands/NoordBrabant_93/2020	2906
Netherlands/NoordHolland_1/2020	1937
Netherlands/NoordHolland_10001/2020	1029
Netherlands/NoordHolland_10002/2020	1028
Netherlands/NoordHolland_10006/2020	3152
Netherlands/NoordHolland_10008/2020	821
Netherlands/NoordHolland_10011/2020	2011
Netherlands/NoordHolland_2/2020	1485
Netherlands/NoordHolland_3/2020	157
Netherlands/NoordHolland_31/2020	2908
Netherlands/Nootdorp_1364222/2020	1047
Netherlands/Oisterwijk_1364072/2020	2822
Netherlands/Oss_1363500/2020	2959
Netherlands/Overijssel_1/2020	1669
Netherlands/Overijssel_2-2/2020	2921
Netherlands/Overijssel_2/2020	1538
Netherlands/Overijssel_27/2020	796
Netherlands/Overijssel_31/2020	836
Netherlands/Rotterdam_1363790/2020	3282
Netherlands/Rotterdam_1364040/2020	3009
Netherlands/Rotterdam_1364740/2020	1937
Netherlands/Tilburg_1363354/2020	2903
Netherlands/Tilburg_1364286/2020	1047
Netherlands/un-EMC-715/2020	169
Netherlands/un-EMC-735/2020	3020
Netherlands/un-EMC-747/2020	3003
Netherlands/un-EMC-766/2020	4306
Netherlands/un-EMC-767/2020	4305
Netherlands/un-EMC-768/2020	4305
Netherlands/un-EMC-770/2020	4305
Netherlands/UT-RIVM-10046/2020	2924
Netherlands/UT-RIVM-10077/2020	3468
Netherlands/UT-RIVM-10080/2020	2922
Netherlands/UT-RIVM-10082/2020	4242
Netherlands/UT-RIVM-10090/2020	2939
Netherlands/UT-RIVM-10091/2020	1891
Netherlands/Utrecht_1/2020	1709
Netherlands/Utrecht_10/2020	1704
Netherlands/Utrecht_10007/2020	2919
Netherlands/Utrecht_10009/2020	1752
Netherlands/Utrecht_10010/2020	809
Netherlands/Utrecht_10012/2020	3015
Netherlands/Utrecht_10036/2020	2917
Netherlands/Utrecht_10037/2020	254
Netherlands/Utrecht_10038/2020	1646
Netherlands/Utrecht_11/2020	147
Netherlands/Utrecht_12/2020	3284
Netherlands/Utrecht_13/2020	1701
Netherlands/Utrecht_1363564/2020	3892
Netherlands/Utrecht_1363628/2020	3890
Netherlands/Utrecht_1364066/2020	2822
Netherlands/Utrecht_14-2/2020	2942
Netherlands/Utrecht_14/2020	1668
Netherlands/Utrecht_15/2020	1847
Netherlands/Utrecht_16/2020	3470
Netherlands/Utrecht_17/2020	3469
Netherlands/Utrecht_18/2020	2293
Netherlands/Utrecht_19/2020	2999
Netherlands/Utrecht_2/2020	1874
Netherlands/Utrecht_20/2020	255
Netherlands/Utrecht_21/2020	1934
Netherlands/Utrecht_22/2020	1971
Netherlands/Utrecht_24/2020	1824
Netherlands/Utrecht_25/2020	364
Netherlands/Utrecht_3/2020	362
Netherlands/Utrecht_4/2020	1669
Netherlands/Utrecht_46/2020	1934
Netherlands/Utrecht_47/2020	3003
Netherlands/Utrecht_5/2020	1937
Netherlands/Utrecht_6/2020	3891
Netherlands/Utrecht_7/2020	1669
Netherlands/Utrecht_8/2020	183
Netherlands/Zeewolde_1365080/2020	147
Netherlands/ZH-RIVM-10050/2020	4148
Netherlands/ZH-RIVM-10076/2020	4249
Netherlands/ZH-RIVM-10079/2020	4249
Netherlands/ZuidHolland_1/2020	1669
Netherlands/ZuidHolland_10/2020	1937
Netherlands/ZuidHolland_10004/2020	1526
Netherlands/ZuidHolland_10005/2020	1148
Netherlands/ZuidHolland_11/2020	1702
Netherlands/ZuidHolland_13/2020	1355
Netherlands/ZuidHolland_14/2020	1700
Netherlands/ZuidHolland_15/2020	1743
Netherlands/ZuidHolland_16/2020	3153
Netherlands/ZuidHolland_17/2020	901
Netherlands/ZuidHolland_18/2020	1877
Netherlands/ZuidHolland_19/2020	1743
Netherlands/ZuidHolland_2/2020	1933
Netherlands/ZuidHolland_20/2020	1742
Netherlands/ZuidHolland_21/2020	3283
Netherlands/ZuidHolland_22/2020	1934
Netherlands/ZuidHolland_24/2020	1700
Netherlands/ZuidHolland_25/2020	1937
Netherlands/ZuidHolland_26/2020	1849
Netherlands/ZuidHolland_27/2020	3352
Netherlands/ZuidHolland_28/2020	1503
Netherlands/ZuidHolland_29/2020	1937
Netherlands/ZuidHolland_30/2020	158
Netherlands/ZuidHolland_31/2020	240
Netherlands/ZuidHolland_32/2020	2923
Netherlands/ZuidHolland_33/2020	2292
Netherlands/ZuidHolland_5/2020	4230
Netherlands/ZuidHolland_6/2020	1875
Netherlands/ZuidHolland_7/2020	3285
Netherlands/ZuidHolland_8/2020	2289
Netherlands/ZuidHolland_9/2020	4229
Norway/1379/2020	2742
Norway/1443/2020	3240
Norway/1455/2020	3241
Norway/1493/2020	3242
Norway/1494/2020	3239
Norway/1495/2020	4189
Norway/1526/2020	4719
Norway/1538/2020	3251
Norway/1539/2020	3250
Norway/1694/2020	3238
Norway/1772/2020	4190
Norway/1781/2020	572
Norway/1811/2020	4183
Norway/1867/2020	1253
Norway/1917/2020	651
Norway/1949/2020	658
Norway/1951/2020	682
Norway/1953/2020	4188
Norway/1955/2020	4301
Norway/1989/2020	652
Norway/2052/2020	2244
Norway/2084/2020	561
Norway/Trondheim-E10/2020	4184
Norway/Trondheim-E9/2020	1389
Poland/PL_P1/2020	3306
Poland/PL_P31/2020	4780
Poland/PL_P32/2020	4246
Poland/PL_P33/2020	4245
Poland/PL_P36/2020	702
Poland/PL_P40/2020	138
Portugal/CV62/2020	1858
Portugal/CV63/2020	4737
Portugal/PT0001b/2020	1936
Portugal/PT0003/2020	4745
Portugal/PT0004/2020	4745
Portugal/PT0005/2020	4191
Portugal/PT0006a/2020	4744
Portugal/PT0006b/2020	4743
Portugal/PT0007/2020	997
Portugal/PT0008/2020	1495
Portugal/PT0009/2020	1505
Portugal/PT0010/2020	997
Portugal/PT0011/2020	4745
Portugal/PT0012/2020	4377
Portugal/PT0013/2020	4355
Portugal/PT0014/2020	4355
Portugal/PT0015/2020	3033
Portugal/PT0016/2020	997
Portugal/PT0017/2020	1495
Portugal/PT0018/2020	4355
Portugal/PT0019/2020	1372
Portugal/PT0020/2020	2250
Portugal/PT0021/2020	449
Portugal/PT0022/2020	1139
Portugal/PT0023/2020	1209
Portugal/PT0024/2020	4019
Portugal/PT0025/2020	4745
Portugal/PT0026/2020	1505
Portugal/PT0027/2020	4745
Portugal/PT0028/2020	997
Portugal/PT0029/2020	1505
Portugal/PT0030/2020	1505
Portugal/PT0031/2020	1505
Portugal/PT0034/2020	1139
Portugal/PT0036a/2020	2538
Portugal/PT0037/2020	802
Portugal/PT0285/2020	4745
Portugal/PT0286a/2020	1208
Portugal/PT0286b/2020	1380
Portugal/PT0287/2020	2279
Portugal/PT0288/2020	4355
Portugal/PT0289/2020	1506
Portugal/PT0290/2020	4344
Portugal/PT0291/2020	1208
Portugal/PT0292/2020	1205
Portugal/PT0293/2020	4370
Portugal/PT0294/2020	4380
Portugal/PT0295/2020	3676
Portugal/PT0296/2020	3676
Portugal/PT0297/2020	3676
Portugal/PT0298/2020	4344
Portugal/PT0299/2020	4073
Portugal/PT0301/2020	4355
Portugal/PT0303/2020	4355
Portugal/PT0304/2020	1202
Portugal/PT0305/2020	179
Portugal/PT0306/2020	178
Portugal/PT0307/2020	1208
Portugal/PT0308/2020	4343
Portugal/PT0309/2020	1207
Portugal/PT0310/2020	4341
Portugal/PT0312/2020	1365
Portugal/PT0313/2020	4348
Portugal/PT0315/2020	1348
Portugal/PT0316/2020	1208
Portugal/PT0317/2020	1495
Portugal/PT0319/2020	4342
Portugal/PT0320/2020	1495
Portugal/PT0321/2020	4349
Portugal/PT0323/2020	2110
Portugal/PT0324/2020	4348
Portugal/PT0329/2020	178
Portugal/PT0330/2020	1514
Portugal/PT0342/2020	1211
Portugal/PT0498/2020	2663
Portugal/PT0499/2020	4034
Portugal/PT0500/2020	4033
Portugal/PT0501/2020	3507
Portugal/PT0605/2020	1642
Portugal/PT0606/2020	1556
Portugal/PT0607/2020	1662
Portugal/PT0608/2020	1642
Portugal/PT0609/2020	4047
Portugal/PT0610/2020	4047
Portugal/PT0611/2020	1495
Portugal/PT0612/2020	1495
Portugal/PT0613/2020	4346
Portugal/PT0694/2020	990
Portugal/PT0695/2020	1442
Portugal/PT0697/2020	1495
Portugal/PT0699/2020	999
Portugal/PT0776/2020	1504
Portugal/PT0779/2020	3942
Portugal/PT0780/2020	1298
Portugal/PT0781/2020	4355
Portugal/PT0782/2020	4039
Portugal/PT1475/2020	1379
Portugal/PT1478a/2020	385
Portugal/PT1493/2020	4345
Portugal/PT1501/2020	4382
Portugal/PT1509a/2020	2539
Portugal/PT1514/2020	802
Portugal/PT1515/2020	433
Portugal/PT1519/2020	1356
Russia/Krasnodar-63401/2020	1833
Russia/Krasnoyarsk-66501/2020	653
Russia/Lipetsk-62704/2020	1831
Russia/Lipetsk-62707/2020	1834
Russia/Moscow-62501/2020	4217
Russia/Moscow-62502/2020	1147
Russia/Moscow-62505/2020	4218
Russia/Moscow-62506/2020	1839
Russia/Moscow-62508/2020	1147
Russia/Moscow-64601/2020	4244
Russia/Moscow_64405/2020	1839
Russia/StPetersburg-3524/2020	435
Russia/StPetersburg-64304/2020	1252
Russia/StPetersburg-RII3524VR4/2020	437
Slovakia/SK-BMC1/2020	4216
Slovakia/SK-BMC2/2020	400
Slovakia/SK-BMC5/2020	426
Slovakia/SK-BMC6/2020	2880
Slovenia/4584/2020	4406
Slovenia/808/2020	2770
Spain/AN-IBV-001874/2020	4691
Spain/AN-IBV-001875/2020	4692
Spain/AN-IBV-001876/2020	454
Spain/AN-IBV-001877/2020	453
Spain/AN-IBV-001879/2020	2038
Spain/AN-IBV-001880/2020	455
Spain/AN-IBV-001881/2020	965
Spain/AN-IBV-001883/2020	4089
Spain/AN-IBV-001884/2020	3565
Spain/AN-IBV-001886/2020	3277
Spain/AN-IBV-001887/2020	3276
Spain/AN-IBV-001888/2020	4060
Spain/AN-IBV-001889/2020	2019
Spain/AN-IBV-001891/2020	2068
Spain/AN-IBV-001892/2020	3983
Spain/AN-IBV-001893/2020	3830
Spain/AN-IBV-001894/2020	4086
Spain/AN-IBV-001895/2020	4067
Spain/AN-IBV-001897/2020	2067
Spain/AN-IBV-001899/2020	3532
Spain/AN-IBV-001900/2020	4131
Spain/AN-IBV-001901/2020	4151
Spain/AN-IBV-001902/2020	4128
Spain/AN-IBV-001905/2020	4009
Spain/AN-IBV-001906/2020	3273
Spain/AN-IBV-001922/2020	3557
Spain/AN-IBV-001923/2020	3867
Spain/AN-IBV-001924/2020	3790
Spain/AN-IBV-001925/2020	3100
Spain/AN-IBV-001926/2020	3672
Spain/AN-IBV-001927/2020	3108
Spain/AN-IBV-001928/2020	3675
Spain/AN-IBV-001929/2020	3537
Spain/AN-IBV-001932/2020	3573
Spain/AN-IBV-001934/2020	3542
Spain/AN-IBV-001935/2020	3873
Spain/AN-IBV-001936/2020	3584
Spain/AN-IBV-001937/2020	4094
Spain/AN-IBV-001938/2020	3796
Spain/AN-IBV-001939/2020	3778
Spain/AN-IBV-001940/2020	3569
Spain/AN-IBV-001941/2020	3845
Spain/AN-IBV-001942/2020	3789
Spain/AN-IBV-001944/2020	3559
Spain/AN-IBV-001946/2020	3574
Spain/AN-IBV-001947/2020	3571
Spain/AN-IBV-001948/2020	3253
Spain/AN-IBV-001949/2020	3637
Spain/AN-IBV-001950/2020	3801
Spain/AN-IBV-001951/2020	3748
Spain/AN-IBV-001952/2020	3776
Spain/AN-IBV-001953/2020	3872
Spain/AN-IBV-001954/2020	3674
Spain/AN-IBV-001955/2020	3544
Spain/AN-IBV-001956/2020	3611
Spain/AN-IBV-001958/2020	3636
Spain/AN-IBV-001959/2020	3504
Spain/AN-IBV-001960/2020	3572
Spain/AN-IBV-001961/2020	3567
Spain/AN-IBV-001962/2020	3506
Spain/AN-IBV-001963/2020	3561
Spain/AN-IBV-001964/2020	3781
Spain/AN-IBV-001965/2020	3851
Spain/AN-IBV-001967/2020	3847
Spain/AN-IBV-001968/2020	3854
Spain/AN-IBV-001969/2020	3500
Spain/AN-IBV-001970/2020	3538
Spain/AN-IBV-001971/2020	3820
Spain/AN-IBV-001972/2020	3109
Spain/AN-IBV-001973/2020	3771
Spain/AN-IBV-001974/2020	3728
Spain/AN-IBV-001975/2020	3575
Spain/AN-IBV-001976/2020	3562
Spain/AN-IBV-001977/2020	3554
Spain/AN-IBV-001978/2020	3556
Spain/AN-IBV-001979/2020	3555
Spain/AN-IBV-001980/2020	3259
Spain/AN-IBV-001981/2020	3552
Spain/AN-IBV-001982/2020	3553
Spain/AN-IBV-001983/2020	3564
Spain/AN-IBV-001984/2020	3463
Spain/AN-IBV-001985/2020	3862
Spain/AN-IBV-001987/2020	3505
Spain/AN-IBV-001988/2020	3846
Spain/AN-IBV-001989/2020	2765
Spain/AN-IBV-001991/2020	3566
Spain/AN-IBV-001992/2020	3549
Spain/AN-IBV-001993/2020	3558
Spain/AN-IBV-002003/2020	3107
Spain/AN-IBV-002011/2020	3563
Spain/AN-IBV-002012/2020	3570
Spain/AN-IBV-002049/2020	3788
Spain/AN-IBV-002052/2020	3568
Spain/AN-IBV-002053/2020	3548
Spain/AN-IBV-002054/2020	3756
Spain/AN-IBV-002055/2020	3550
Spain/AN-IBV-002062/2020	3605
Spain/AN-IBV-002836/2020	714
Spain/AN-IBV-002841/2020	3677
Spain/AN-IBV-002842/2020	3678
Spain/AN-IBV-002848/2020	3978
Spain/AN-IBV-002851/2020	3848
Spain/AN-IBV-002852/2020	3689
Spain/AN-IBV-002856/2020	3669
Spain/AN-IBV-002857/2020	3688
Spain/AN-IBV-002859/2020	3607
Spain/AN-IBV-002860/2020	3816
Spain/AN-IBV-002862/2020	4135
Spain/AN-IBV-002863/2020	935
Spain/AN-IBV-002867/2020	4013
Spain/AN-IBV-006080/2020	962
Spain/AN-IBV-006115/2020	3802
Spain/AN-IBV-98001933/2020	3648
Spain/AN-IBV-98001945/2020	3551
Spain/AN-IBV-98001966/2020	3670
Spain/AN-IBV-98002007/2020	3853
Spain/AN-IBV-98002013/2020	3634
Spain/AN-IBV-98002846/2020	1559
Spain/AN-IBV-98002896/2020	1558
Spain/AN-ISCIII-201257/2020	3464
Spain/AN-ISCIII-201272/2020	2769
Spain/AN-ISCIII-201273/2020	3105
Spain/AN-ISCIII-201373/2020	2817
Spain/AN-ISCIII-201488/2020	622
Spain/AN-ISCIII-201613/2020	3881
Spain/AN-ISCIII-201614/2020	3474
Spain/AN-ISCIII-201615/2020	2771
Spain/AN-ISCIII-201616/2020	3123
Spain/AN-ISCIII-201617/2020	2050
Spain/AN-ISCIII-201618/2020	3137
Spain/AN-ISCIII-201620/2020	3476
Spain/AN-ISCIII-201622/2020	3858
Spain/AN-ISCIII-201623/2020	3480
Spain/AN-ISCIII-201636/2020	2761
Spain/AN-ISCIII-201649/2020	2084
Spain/AN-ISCIII-202657/2020	3880
Spain/AN-ISCIII-202659/2020	3477
Spain/AR-IBV-2471/2020	3275
Spain/AR-IBV-2481/2020	3234
Spain/AR-ISCIII-201435/2020	3146
Spain/AR-ISCIII-201441/2020	3225
Spain/AR-ISCIII-201587/2020	3147
Spain/AR-ISCIII-201588/2020	3230
Spain/AR-ISCIII-201596/2020	3142
Spain/AR-ISCIII-201597/2020	3142
Spain/AR-ISCIII-201664/2020	3247
Spain/AR-ISCIII-201665/2020	3246
Spain/AR-ISCIII-201672/2020	3139
Spain/AR-ISCIII-201673/2020	3247
Spain/AR-ISCIII-201687/2020	3143
Spain/AR-ISCIII-201688/2020	3148
Spain/AR-ISCIII-201689/2020	3279
Spain/AR-ISCIII-201690/2020	3229
Spain/AR-ISCIII-201692/2020	3247
Spain/AR-ISCIII-201693/2020	3145
Spain/AR-ISCIII-201778/2020	3245
Spain/AR-ISCIII-201779/2020	3144
Spain/AR-ISCIII-201780/2020	3141
Spain/AR-ISCIII-201781/2020	3233
Spain/AR-ISCIII-201782/2020	3235
Spain/AR-ISCIII-201784/2020	3244
Spain/AR-ISCIII-201848/2020	3140
Spain/AR-ISCIII-201849/2020	3243
Spain/AR-ISCIII-201850/2020	3261
Spain/CE-ISCIII-202293/2020	3303
Spain/CL-ISCIII-201061/2020	192
Spain/CL-ISCIII-201323/2020	3839
Spain/CL-ISCIII-201372/2020	3839
Spain/CL-ISCIII-201437/2020	3835
Spain/CL-ISCIII-202362/2020	3921
Spain/CL-ISCIII-202468/2020	3925
Spain/CM-ISCIII-201306/2020	4750
Spain/CM-ISCIII-201328/2020	2010
Spain/CM-ISCIII-201329/2020	2012
Spain/CN-IBV-002592/2020	3254
Spain/CN-IBV-002593/2020	4119
Spain/CN-IBV-002594/2020	4118
Spain/CN-IBV-002595/2020	1472
Spain/CN-IBV-002596/2020	3981
Spain/CN-IBV-002597/2020	2356
Spain/CN-IBV-002598/2020	963
Spain/CN-ISCIII-201048/2020	189
Spain/CN-ISCIII-201495/2020	3844
Spain/CN-ISCIII-201810/2020	3883
Spain/CN-ISCIII-201811/2020	3882
Spain/CN-ISCIII-201939/2020	1217
Spain/CT-HUVH-VH1133/2020	3928
Spain/CT-IBV-003158/2020	4132
Spain/CT-IBV-003176/2020	717
Spain/CT-IBV-003177/2020	3987
Spain/CT-IBV-005591/2020	4065
Spain/CT-IrsiCaixa-04/2020	3924
Spain/CT-ISCIII-202044/2020	934
Spain/CT-ISCIII-202045/2020	2333
Spain/CT-ISCIII-202050/2020	4084
Spain/CT-ISCIII-202052/2020	2103
Spain/CT-ISCIII-209818/2020	4072
Spain/CT-ISCIII-34696/2020	1222
Spain/EX-IBV-005003/2020	3993
Spain/EX-IBV-005004/2020	3968
Spain/EX-IBV-005005/2020	3933
Spain/EX-IBV-005006/2020	4015
Spain/EX-IBV-005007/2020	1535
Spain/EX-IBV-005008/2020	3915
Spain/EX-IBV-005009/2020	4010
Spain/EX-IBV-005010/2020	4096
Spain/EX-IBV-005011/2020	3967
Spain/EX-IBV-005012/2020	4008
Spain/EX-IBV-005013/2020	4094
Spain/EX-IBV-005014/2020	4104
Spain/EX-IBV-005015/2020	4006
Spain/EX-IBV-005016/2020	2040
Spain/EX-IBV-005017/2020	4002
Spain/EX-IBV-005018/2020	3533
Spain/EX-IBV-005019/2020	3906
Spain/EX-IBV-005020/2020	2052
Spain/EX-IBV-005021/2020	4007
Spain/EX-IBV-005022/2020	3969
Spain/EX-ISCIII-201239/2020	4182
Spain/EX-ISCIII-201248/2020	3884
Spain/EX-ISCIII-201654/2020	3885
Spain/EX-ISCIII-201655/2020	3247
Spain/EX-ISCIII-201899/2020	3922
Spain/EX-ISCIII-201963/2020	3916
Spain/GA-IBV-004025/2020	715
Spain/GA-IBV-004027/2020	2057
Spain/GA-IBV-004028/2020	2045
Spain/GA-IBV-004029/2020	4106
Spain/GA-IBV-004031/2020	4136
Spain/GA-IBV-004032/2020	4024
Spain/GA-IBV-004035/2020	4145
Spain/GA-IBV-004036/2020	3961
Spain/GA-IBV-004037/2020	4023
Spain/GA-ISCIII-201663/2020	4085
Spain/GA-ISCIII-201792/2020	3723
Spain/GA-ISCIII-201793/2020	3724
Spain/GA-ISCIII-201794/2020	3726
Spain/GA-ISCIII-201796/2020	3721
Spain/GA-ISCIII-201797/2020	3725
Spain/GA-ISCIII-201859/2020	3722
Spain/GA-ISCIII-201863/2020	3727
Spain/GA-ISCIII-201965/2020	4077
Spain/GA-ISCIII-202075/2020	3266
Spain/GA-ISCIII-202076/2020	4110
Spain/GA-ISCIII-202077/2020	3673
Spain/GA-ISCIII-202230/2020	4076
Spain/GA-ISCIII-202282/2020	4069
Spain/GA-ISCIII-202297/2020	4022
Spain/IB-IBV-002492/2020	3977
Spain/IB-IBV-002493/2020	3697
Spain/IB-IBV-002494/2020	4005
Spain/IB-IBV-2501/2020	3986
Spain/IB-IBV-99007181/2020	4057
Spain/IB-IBV-99007182/2020	4282
Spain/IB-IBV-99007192/2020	3995
Spain/IB-IBV-99007204/2020	4053
Spain/IB-IBV-99007216/2020	4026
Spain/IB-IBV-99007240/2020	4284
Spain/IB-IBV-99007252/2020	4194
Spain/IB-IBV-99007264/2020	1269
Spain/IB-IBV-h2502/2020	2043
Spain/MD-FISABIO-Vircell001/2020	3920
Spain/MD-H12-13/2020	2001
Spain/MD-H12-1301/2020	4139
Spain/MD-H12-16/2020	4134
Spain/MD-H12-29/2020	3536
Spain/MD-H12-30/2020	540
Spain/MD-H12-31/2020	3918
Spain/MD-H12-32/2020	4048
Spain/MD-H12-3203/2020	3956
Spain/MD-H12-33/2020	4035
Spain/MD-H12-3304/2020	4137
Spain/MD-H12-34/2020	3260
Spain/MD-H12-3405/2020	2023
Spain/MD-H12-35/2020	2054
Spain/MD-H12-36/2020	3827
Spain/MD-H12-61/2020	2061
Spain/MD-H12-H12-1502/2020	3919
Spain/MD-H12-H12-1703/2020	4050
Spain/MD-H12-LP11-2271/2020	2006
Spain/MD-H12-LP16-6193/2020	2008
Spain/MD-H12-LP19-4952/2020	2000
Spain/MD-H12-LP20-2327/2020	3753
Spain/MD-H12-LP22-5885/2020	2001
Spain/MD-H12-LP23-5852/2020	4036
