Strain	T0
Spain/VC-FISABIO-33/2020	937
Spain/VC-FISABIO-34/2020	1065
Spain/VC-FISABIO-35/2020	922
Spain/VC-FISABIO-36/2020	923
Spain/VC-FISABIO-37/2020	952
Spain/VC-FISABIO-38/2020	937
Spain/VC-FISABIO-39/2020	952
Spain/VC-FISABIO-4/2020	968
Spain/VC-FISABIO-40/2020	124
Spain/VC-FISABIO-5/2020	938
Spain/VC-FISABIO-54/2020	953
Spain/VC-FISABIO-6/2020	901
Spain/VC-FISABIO-7/2020	1780
Spain/VC-FISABIO-8/2020	952
Spain/VC-IBV-001930/2020	943
Sweden/01/2020	1349
Sweden/20-02114/2020	1350
Sweden/20-04631/2020	1403
Sweden/20-04736/2020	1400
Sweden/20-04850/2020	1402
Sweden/20-04851/2020	1402
Sweden/20-04852/2020	1402
Sweden/20-08040/2020	121
Sweden/20-08041/2020	1475
Sweden/20-08042/2020	1757
Sweden/20-08043/2020	2162
Sweden/20-08044/2020	121
Sweden/20-08045/2020	373
Sweden/20-08046/2020	1402
Sweden/20-08047/2020	2322
Sweden/20-08054/2020	369
Sweden/20-08056/2020	1402
Sweden/20-08060/2020	2162
Sweden/20-08067/2020	1399
Sweden/20-08069/2020	1881
Sweden/20-08071/2020	2327
Sweden/20-08072/2020	2158
Sweden/20-08073/2020	2
Sweden/20-08074/2020	1476
Sweden/20-08076/2020	2162
Sweden/20-08077/2020	2162
Sweden/20-08078/2020	2162
Sweden/20-08079/2020	2272
Sweden/20-08081/2020	2272
Sweden/20-08082/2020	375
Sweden/20-08083/2020	2
Sweden/20-08084/2020	1881
Sweden/20-08085/2020	1911
Sweden/20-08086/2020	1911
Sweden/20-08088/2020	2162
Sweden/20-08089/2020	2179
Sweden/20-08090/2020	2328
Sweden/20-08092/2020	2
Sweden/20-08093/2020	3
Sweden/20-08094/2020	4
Sweden/20-08095/2020	1879
Sweden/20-08096/2020	1788
Sweden/20-08098/2020	1879
Sweden/20-08099/2020	1921
Sweden/20-08100/2020	2328
Sweden/20-08101/2020	1880
Sweden/20-08102/2020	1972
Sweden/20-08103/2020	1972
Sweden/20-08104/2020	375
Sweden/20-08107/2020	2
Sweden/20-08108/2020	1875
Sweden/20-08109/2020	1763
Sweden/20-08110/2020	1876
Sweden/20-08111/2020	1891
Sweden/20-08112/2020	1891
Sweden/20-08113/2020	2
Sweden/20-08114/2020	2192
Sweden/20-08115/2020	1972
Sweden/20-08116/2020	375
Sweden/20-08117/2020	375
Sweden/20-08118/2020	2
Sweden/20-08119/2020	2
Sweden/20-08120/2020	8
Sweden/20-08121/2020	2
Sweden/20-08122/2020	2
Sweden/20-08123/2020	1786
Sweden/20-08124/2020	812
Sweden/20-08125/2020	817
Sweden/20-08126/2020	661
Sweden/20-08127/2020	1226
Sweden/20-08134/2020	1964
Sweden/20-08179/2020	814
Sweden/20-50043/2020	377
Sweden/20-50048/2020	379
Sweden/20-50052/2020	1972
Sweden/20-50053/2020	1972
Sweden/20-50055/2020	2162
Sweden/20-50056/2020	2328
Sweden/20-50076/2020	191
Sweden/20-50087/2020	1972
Sweden/20-50088/2020	1972
Sweden/20-50089/2020	1911
Sweden/20-50090/2020	1911
Sweden/20-50091/2020	2
Sweden/20-50092/2020	1881
Sweden/20-50093/2020	107
Sweden/20-50094/2020	1972
Sweden/20-50095/2020	2162
Sweden/20-50096/2020	1881
Sweden/20-50097/2020	1791
Sweden/20-50098/2020	1972
Sweden/20-50099/2020	1765
Sweden/20-50100/2020	1885
Sweden/20-50101/2020	1972
Sweden/20-50103/2020	2327
Sweden/20-50104/2020	375
Sweden/20-50105/2020	107
Sweden/20-50106/2020	2161
Sweden/20-50107/2020	2162
Sweden/20-50120/2020	121
Sweden/20-50123/2020	376
Sweden/20-50125/2020	1106
Sweden/20-50129/2020	378
Sweden/20-50130/2020	377
Sweden/20-50131/2020	377
Sweden/20-50132/2020	1890
Sweden/20-50133/2020	377
Sweden/20-50136/2020	2328
Sweden/20-50139/2020	2162
Sweden/20-50140/2020	1972
Sweden/20-50141/2020	2188
Sweden/20-50144/2020	206
Sweden/20-50147/2020	206
Sweden/20-50148/2020	107
Sweden/20-50149/2020	2328
Sweden/20-50150/2020	2162
Sweden/20-50151/2020	107
Sweden/20-50153/2020	2328
Sweden/20-50154/2020	2
Sweden/20-50155/2020	2328
Sweden/20-50156/2020	2328
Sweden/20-50170/2020	377
Sweden/20-50171/2020	379
Sweden/20-50172/2020	377
Sweden/20-50173/2020	377
Sweden/20-50175/2020	377
Sweden/20-50176/2020	377
Sweden/20-50179/2020	847
Sweden/20-50180/2020	377
Sweden/20-50181/2020	377
Sweden/20-50185/2020	1972
Sweden/20-50194/2020	2
Sweden/20-50196/2020	2160
Sweden/20-50198/2020	2278
Sweden/20-50199/2020	1881
Sweden/20-50201/2020	585
Sweden/20-50202/2020	7
Sweden/20-50204/2020	1475
Sweden/20-50206/2020	5
Sweden/20-50208/2020	1
Sweden/20-50209/2020	2
Sweden/20-50210/2020	1396
Sweden/20-50212/2020	2162
Sweden/20-50213/2020	107
Sweden/20-50214/2020	107
Sweden/20-50216/2020	2336
Sweden/20-50217/2020	2162
Sweden/20-50218/2020	2162
Sweden/20-50219/2020	375
Sweden/20-50220/2020	2155
Sweden/20-50221/2020	2
Sweden/20-50222/2020	1972
Sweden/20-50223/2020	375
Sweden/20-50224/2020	1884
Sweden/20-50227/2020	1881
Sweden/20-50229/2020	2162
Sweden/20-50230/2020	845
Sweden/20-50231/2020	845
Sweden/20-50232/2020	377
Sweden/20-50238/2020	1784
Sweden/20-50240/2020	101
Sweden/20-50241/2020	6
Sweden/20-50242/2020	1783
Sweden/20-50244/2020	1785
Sweden/20-50245/2020	1785
Sweden/20-50246/2020	1784
Sweden/20-50247/2020	1972
Sweden/20-50248/2020	1758
Sweden/20-50249/2020	1909
Sweden/20-50250/2020	842
Sweden/20-50251/2020	2188
Sweden/20-50252/2020	1874
Sweden/20-50253/2020	1972
Sweden/20-50254/2020	2162
Sweden/20-50255/2020	2162
Sweden/20-50256/2020	2162
Sweden/20-50257/2020	1972
Sweden/20-50258/2020	1759
Sweden/20-50259/2020	2162
Sweden/20-50260/2020	107
Sweden/20-50261/2020	1755
Sweden/20-50266/2020	121
Sweden/20-50268/2020	1881
Sweden/20-50270/2020	2162
Sweden/20-50272/2020	585
Sweden/20-50274/2020	585
Sweden/20-50310/2020	2288
Switzerland/AG-HUG-7120/2020	1835
Switzerland/AG-SNRCI-29940361/2020	138
Switzerland/AG-UZH-1000477914/2020	1828
Switzerland/AG-UZH-1000478260/2020	2001
Switzerland/AG-UZH-1000478635/2020	58
Switzerland/AG-UZH-1000478772/2020	1827
Switzerland/BE-ETHZ-100004/2020	542
Switzerland/BE-HUG-2536/2020	563
Switzerland/BE-HUG-6651/2020	2021
Switzerland/BL-ETHZ-100005/2020	484
Switzerland/BL-ETHZ-100009/2020	512
Switzerland/BL-ETHZ-100010/2020	566
Switzerland/BL-ETHZ-100021/2020	491
Switzerland/BL-SNRCI-29950902/2020	2024
Switzerland/BL-UHB-42167842/2020	2013
Switzerland/BL-UHB-42170345/2020	2019
Switzerland/BL-UHB-42174724-2/2020	2020
Switzerland/BL-UHB-42174724/2020	2018
Switzerland/BL-UHB-42175213/2020	2028
Switzerland/BL-UHB-42175220/2020	2028
Switzerland/BL-UHB-42176198/2020	482
Switzerland/BL-UHB-42176229/2020	504
Switzerland/BL-UHB-42176560/2020	524
Switzerland/BL-UHB-42176753/2020	553
Switzerland/BL-UHB-42176771/2020	567
Switzerland/BL-UHB-42177236/2020	504
Switzerland/BL-UHB-42177430/2020	504
Switzerland/BL-UHB-42177434/2020	523
Switzerland/BL-UHB-42177472/2020	526
Switzerland/BL-UHB-42177897/2020	520
Switzerland/BL-UHB-42178070/2020	518
Switzerland/BL-UHB-42178712/2020	505
Switzerland/BL-UHB-42179281/2020	520
Switzerland/BL-UHB-42179323/2020	521
Switzerland/BL-UHB-42180261/2020	502
Switzerland/BL-UHB-42180262/2020	530
Switzerland/BL-UHB-42180263/2020	517
Switzerland/BL-UHB-42180271/2020	511
Switzerland/BL-UHB-42181880/2020	500
Switzerland/BL-UHB-42182102/2020	510
Switzerland/BS-ETHZ-100002/2020	498
Switzerland/BS-ETHZ-100006/2020	490
Switzerland/BS-ETHZ-100014/2020	546
Switzerland/BS-ETHZ-100016/2020	508
Switzerland/BS-ETHZ-100017/2020	483
Switzerland/BS-ETHZ-100018/2020	489
Switzerland/BS-ETHZ-100020/2020	507
Switzerland/BS-HUG-0914/2020	2032
Switzerland/BS-UHB-42167340/2020	1887
Switzerland/BS-UHB-42173111/2020	522
Switzerland/BS-UHB-42175075/2020	538
Switzerland/BS-UHB-42175213/2020	2030
Switzerland/BS-UHB-42175220/2020	2029
Switzerland/BS-UHB-42175607/2020	2217
Switzerland/BS-UHB-42176560/2020	506
Switzerland/BS-UHB-42176753/2020	554
Switzerland/BS-UHB-42177236/2020	488
Switzerland/BS-UHB-42177239/2020	550
Switzerland/BS-UHB-42177430/2020	480
Switzerland/BS-UHB-42177434/2020	560
Switzerland/BS-UHB-42177585/2020	560
Switzerland/BS-UHB-42177844/2020	572
Switzerland/BS-UHB-42178000/2020	528
Switzerland/BS-UHB-42178886/2020	485
Switzerland/BS-UHB-42178995/2020	569
Switzerland/BS-UHB-42179091/2020	519
Switzerland/BS-UHB-42179195/2020	529
Switzerland/BS-UHB-42180349/2020	537
Switzerland/BS-UHB-42180429/2020	487
Switzerland/BS-UHB-42180439/2020	527
Switzerland/BS-UHB-42181090/2020	497
Switzerland/BS-UHB-42181327/2020	551
Switzerland/BS-UHB-42181461/2020	499
Switzerland/BS-UHB-42181850/2020	481
Switzerland/BS-UHB-42181950/2020	486
Switzerland/BS-UHB-42182218/2020	501
Switzerland/BS-UHB-42182611/2020	482
Switzerland/BS-UHB-42183075/2020	482
Switzerland/BS-UHB-42183102/2020	561
Switzerland/BS-UHB-42183137/2020	503
Switzerland/BS-UHB-42183147/2020	514
Switzerland/GE-HUG-0199/2020	2025
Switzerland/GE-HUG-06207/2020	555
Switzerland/GE-HUG-1402/2020	1834
Switzerland/GE-HUG-1422/2020	1836
Switzerland/GE-HUG-4135/2020	543
Switzerland/GE-HUG-4984/2020	367
Switzerland/GE-HUG-6679/2020	552
Switzerland/GE-HUG-8102/2020	1886
Switzerland/GE-HUG-VD0503/2020	1971
Switzerland/GE-SNRCI-29933895/2020	2026
Switzerland/GE-SNRCI-29943121/2020	459
Switzerland/GE-SNRCI-29945373/2020	460
Switzerland/GE-SNRCI-29949586/2020	2023
Switzerland/GR-ETHZ-100007/2020	1553
Switzerland/GR-ETHZ-100008/2020	161
Switzerland/GR-ETHZ-100013/2020	1540
Switzerland/GR-ETHZ-100026/2020	1453
Switzerland/GR-HUG-2988/2020	1872
Switzerland/GR-HUG-3043/2020	1873
Switzerland/SO-ETHZ-100019/2020	2000
Switzerland/SO-UHB-42177923/2020	539
Switzerland/SZ-HUG-1417/2020	2159
Switzerland/SZ-UZH-1000478990/2020	2201
Switzerland/TI-ETHZ-100003/2020	2083
Switzerland/TI-ETHZ-100011/2020	358
Switzerland/TI-ETHZ-100012/2020	357
Switzerland/TI-HUG-2045/2020	1866
Switzerland/TI-SNRCI-29919486/2020	57
Switzerland/VD-SNRCI-29965615/2020	1971
Switzerland/ZH-UZH-1000477102/2020	1455
Switzerland/ZH-UZH-1000477377/2020	1767
Switzerland/ZH-UZH-1000477757/2020	1935
Switzerland/ZH-UZH-1000477796/2020	1999
Switzerland/ZH-UZH-1000477797/2020	1888
Switzerland/ZH-UZH-1000477806/2020	2012
Switzerland/ZH-UZH-1000477909/2020	1795
Switzerland/ZH-UZH-1000477916/2020	2082
Switzerland/ZH-UZH-1000478309/2020	1864
Switzerland/ZH-UZH-1000478320/2020	1766
Switzerland/ZH-UZH-1000478518/2020	1823
Switzerland/ZH-UZH-1000478554/2020	1923
Switzerland/ZH-UZH-1000478869/2020	59
Switzerland/ZH-UZH-1000479112/2020	2007
