Strain	T5
Netherlands/NA_16/2020	85
Netherlands/NA_17/2020	93
Netherlands/NA_18/2020	93
Netherlands/NA_19/2020	1129
Netherlands/NA_2/2020	1011
Netherlands/NA_20/2020	347
Netherlands/NA_21/2020	1685
Netherlands/NA_22/2020	1965
Netherlands/NA_23/2020	2870
Netherlands/NA_24/2020	540
Netherlands/NA_25/2020	1127
Netherlands/NA_26/2020	1168
Netherlands/NA_27/2020	1471
Netherlands/NA_28/2020	89
Netherlands/NA_29/2020	1514
Netherlands/NA_30/2020	434
Netherlands/NA_31/2020	143
Netherlands/NA_32/2020	1997
Netherlands/NA_33/2020	1919
Netherlands/NA_34/2020	1484
Netherlands/NA_35/2020	1532
Netherlands/NA_36/2020	1273
Netherlands/NA_37/2020	1273
Netherlands/NA_38/2020	1273
Netherlands/NA_39/2020	1922
Netherlands/NA_40/2020	1931
Netherlands/NA_41/2020	1935
Netherlands/NA_42/2020	2457
Netherlands/NA_43/2020	1533
Netherlands/NA_44/2020	1931
Netherlands/NA_45/2020	1913
Netherlands/NA_46/2020	1534
Netherlands/NA_47/2020	1515
Netherlands/NA_48/2020	1491
Netherlands/NA_49/2020	1241
Netherlands/NA_492/2020	3158
Netherlands/NA_50/2020	1931
Netherlands/NA_51/2020	1273
Netherlands/NA_52/2020	87
Netherlands/NA_53/2020	1249
Netherlands/NA_54/2020	1249
Netherlands/NA_55/2020	1491
Netherlands/NA_56/2020	1249
Netherlands/NA_57/2020	1491
Netherlands/NA_58/2020	1930
Netherlands/NA_59/2020	1535
Netherlands/NA_6/2020	2289
Netherlands/NA_60/2020	1491
Netherlands/NA_605/2020	2800
Netherlands/NA_61/2020	2877
Netherlands/NA_62/2020	1273
Netherlands/NA_64/2020	1273
Netherlands/NA_65/2020	1437
Netherlands/NA_666/2020	1931
Netherlands/NA_667/2020	1917
Netherlands/NA_668/2020	1936
Netherlands/NA_669/2020	1931
Netherlands/NA_67/2020	1995
Netherlands/NA_670/2020	1491
Netherlands/NA_671/2020	1931
Netherlands/NA_672/2020	1909
Netherlands/NA_673/2020	2517
Netherlands/NA_674/2020	1992
Netherlands/NA_676/2020	1534
Netherlands/NA_678/2020	1132
Netherlands/NA_679/2020	1172
Netherlands/NA_68/2020	1921
Netherlands/NA_680/2020	1512
Netherlands/NA_69/2020	1533
Netherlands/NA_7/2020	1273
Netherlands/NA_70/2020	1918
Netherlands/NA_71/2020	1918
Netherlands/NA_73/2020	1507
Netherlands/NA_74/2020	1491
Netherlands/NA_75/2020	1931
Netherlands/NA_76/2020	1913
Netherlands/NA_77/2020	1931
Netherlands/NA_78/2020	1241
Netherlands/NA_79/2020	1456
Netherlands/NA_8/2020	1230
Netherlands/NA_80/2020	1931
Netherlands/NA_81/2020	1967
Netherlands/NA_82/2020	1933
Netherlands/NA_83/2020	1931
Netherlands/NA_84/2020	1920
Netherlands/NA_85/2020	1436
Netherlands/NA_9/2020	1173
Netherlands/Naarden_1364774/2020	1997
Netherlands/NB-RIVM-10048/2020	145
Netherlands/NB-RIVM-10049/2020	144
Netherlands/NH-RIVM-10047/2020	1950
Netherlands/NH-RIVM-10073/2020	685
Netherlands/NH-RIVM-10103/2020	1134
Netherlands/NH-RIVM-10104/2020	2247
Netherlands/Nieuwendijk_1363582/2020	1966
Netherlands/NoordBrabant_1/2020	80
Netherlands/NoordBrabant_10/2020	1998
Netherlands/NoordBrabant_10003/2020	1910
Netherlands/NoordBrabant_103/2020	141
Netherlands/NoordBrabant_104/2020	145
Netherlands/NoordBrabant_105/2020	145
Netherlands/NoordBrabant_11/2020	2000
Netherlands/NoordBrabant_110/2020	1931
Netherlands/NoordBrabant_111/2020	1932
Netherlands/NoordBrabant_12/2020	1999
Netherlands/NoordBrabant_13/2020	142
Netherlands/NoordBrabant_14/2020	1113
Netherlands/NoordBrabant_15/2020	1275
Netherlands/NoordBrabant_16/2020	71
Netherlands/NoordBrabant_17/2020	2890
Netherlands/NoordBrabant_18/2020	1926
Netherlands/NoordBrabant_19/2020	1924
Netherlands/NoordBrabant_2/2020	1113
Netherlands/NoordBrabant_20/2020	1464
Netherlands/NoordBrabant_21/2020	142
Netherlands/NoordBrabant_22/2020	1536
Netherlands/NoordBrabant_23/2020	1537
Netherlands/NoordBrabant_24/2020	1917
Netherlands/NoordBrabant_25/2020	1464
Netherlands/NoordBrabant_26/2020	1038
Netherlands/NoordBrabant_27/2020	1956
Netherlands/NoordBrabant_28/2020	1952
Netherlands/NoordBrabant_29/2020	1964
Netherlands/NoordBrabant_3/2020	1173
Netherlands/NoordBrabant_30/2020	1957
Netherlands/NoordBrabant_31/2020	1953
Netherlands/NoordBrabant_32/2020	2004
Netherlands/NoordBrabant_35/2020	1955
Netherlands/NoordBrabant_36/2020	1153
Netherlands/NoordBrabant_39/2020	1038
Netherlands/NoordBrabant_4/2020	2892
Netherlands/NoordBrabant_42/2020	1937
Netherlands/NoordBrabant_44/2020	1928
Netherlands/NoordBrabant_45/2020	1273
Netherlands/NoordBrabant_46/2020	2574
Netherlands/NoordBrabant_47/2020	1990
Netherlands/NoordBrabant_48/2020	1996
Netherlands/NoordBrabant_49/2020	1926
Netherlands/NoordBrabant_5/2020	1863
Netherlands/NoordBrabant_52/2020	1926
Netherlands/NoordBrabant_54/2020	2001
Netherlands/NoordBrabant_55/2020	1229
Netherlands/NoordBrabant_56/2020	1533
Netherlands/NoordBrabant_57/2020	1925
Netherlands/NoordBrabant_58/2020	1273
Netherlands/NoordBrabant_59/2020	77
Netherlands/NoordBrabant_6/2020	1511
Netherlands/NoordBrabant_60/2020	1904
Netherlands/NoordBrabant_68/2020	1928
Netherlands/NoordBrabant_69/2020	1394
Netherlands/NoordBrabant_70/2020	146
Netherlands/NoordBrabant_71/2020	146
Netherlands/NoordBrabant_72/2020	1931
Netherlands/NoordBrabant_73/2020	1516
Netherlands/NoordBrabant_74/2020	145
Netherlands/NoordBrabant_75/2020	1931
Netherlands/NoordBrabant_76/2020	2457
Netherlands/NoordBrabant_77/2020	1991
Netherlands/NoordBrabant_79/2020	2006
Netherlands/NoordBrabant_80/2020	1923
Netherlands/NoordBrabant_81/2020	145
Netherlands/NoordBrabant_82/2020	1993
Netherlands/NoordBrabant_83/2020	2005
Netherlands/NoordBrabant_85/2020	145
Netherlands/NoordBrabant_86/2020	592
Netherlands/NoordBrabant_87/2020	1973
Netherlands/NoordBrabant_93/2020	1929
Netherlands/NoordHolland_1/2020	1273
Netherlands/NoordHolland_10001/2020	689
Netherlands/NoordHolland_10002/2020	688
Netherlands/NoordHolland_10006/2020	2102
Netherlands/NoordHolland_10008/2020	527
Netherlands/NoordHolland_10011/2020	1324
Netherlands/NoordHolland_2/2020	997
Netherlands/NoordHolland_3/2020	78
Netherlands/NoordHolland_31/2020	1931
Netherlands/Nootdorp_1364222/2020	701
Netherlands/Oisterwijk_1364072/2020	1867
Netherlands/Oss_1363500/2020	1966
Netherlands/Overijssel_1/2020	1113
Netherlands/Overijssel_2-2/2020	1941
Netherlands/Overijssel_2/2020	1038
Netherlands/Overijssel_27/2020	515
Netherlands/Overijssel_31/2020	545
Netherlands/Rotterdam_1363790/2020	2196
Netherlands/Rotterdam_1364040/2020	1997
Netherlands/Rotterdam_1364740/2020	1273
Netherlands/Tilburg_1363354/2020	1927
Netherlands/Tilburg_1364286/2020	701
Netherlands/un-EMC-715/2020	88
Netherlands/un-EMC-735/2020	2006
Netherlands/un-EMC-747/2020	1991
Netherlands/un-EMC-766/2020	2929
Netherlands/un-EMC-767/2020	2929
Netherlands/un-EMC-768/2020	2929
Netherlands/un-EMC-770/2020	2929
Netherlands/UT-RIVM-10046/2020	1943
Netherlands/UT-RIVM-10077/2020	2331
Netherlands/UT-RIVM-10080/2020	1942
Netherlands/UT-RIVM-10082/2020	2879
Netherlands/UT-RIVM-10090/2020	1951
Netherlands/UT-RIVM-10091/2020	1258
Netherlands/Utrecht_1/2020	1128
Netherlands/Utrecht_10/2020	1113
Netherlands/Utrecht_10007/2020	1939
Netherlands/Utrecht_10009/2020	1158
Netherlands/Utrecht_10010/2020	526
Netherlands/Utrecht_10012/2020	2002
Netherlands/Utrecht_10036/2020	1909
Netherlands/Utrecht_10037/2020	146
Netherlands/Utrecht_10038/2020	1104
Netherlands/Utrecht_11/2020	72
Netherlands/Utrecht_12/2020	2198
Netherlands/Utrecht_13/2020	1113
Netherlands/Utrecht_1363564/2020	2617
Netherlands/Utrecht_1363628/2020	2616
Netherlands/Utrecht_1364066/2020	1867
Netherlands/Utrecht_14-2/2020	1954
Netherlands/Utrecht_14/2020	1112
Netherlands/Utrecht_15/2020	1228
Netherlands/Utrecht_16/2020	2332
Netherlands/Utrecht_17/2020	2331
Netherlands/Utrecht_18/2020	1516
Netherlands/Utrecht_19/2020	1988
Netherlands/Utrecht_2/2020	1250
Netherlands/Utrecht_20/2020	146
Netherlands/Utrecht_21/2020	1273
Netherlands/Utrecht_22/2020	1293
Netherlands/Utrecht_24/2020	1209
Netherlands/Utrecht_25/2020	216
Netherlands/Utrecht_3/2020	214
Netherlands/Utrecht_4/2020	1113
Netherlands/Utrecht_46/2020	1273
Netherlands/Utrecht_47/2020	1991
Netherlands/Utrecht_5/2020	1273
Netherlands/Utrecht_6/2020	2616
Netherlands/Utrecht_7/2020	1113
Netherlands/Utrecht_8/2020	101
Netherlands/Zeewolde_1365080/2020	72
Netherlands/ZH-RIVM-10050/2020	2801
Netherlands/ZH-RIVM-10076/2020	2883
Netherlands/ZH-RIVM-10079/2020	2883
Netherlands/ZuidHolland_1/2020	1113
Netherlands/ZuidHolland_10/2020	1273
Netherlands/ZuidHolland_10004/2020	1030
Netherlands/ZuidHolland_10005/2020	761
Netherlands/ZuidHolland_11/2020	1113
Netherlands/ZuidHolland_13/2020	914
Netherlands/ZuidHolland_14/2020	1123
Netherlands/ZuidHolland_15/2020	1153
Netherlands/ZuidHolland_16/2020	2103
Netherlands/ZuidHolland_17/2020	593
Netherlands/ZuidHolland_18/2020	1251
Netherlands/ZuidHolland_19/2020	1153
Netherlands/ZuidHolland_2/2020	1272
Netherlands/ZuidHolland_20/2020	1152
Netherlands/ZuidHolland_21/2020	2197
Netherlands/ZuidHolland_22/2020	1273
Netherlands/ZuidHolland_24/2020	1123
Netherlands/ZuidHolland_25/2020	1273
Netherlands/ZuidHolland_26/2020	1229
Netherlands/ZuidHolland_27/2020	2248
Netherlands/ZuidHolland_28/2020	1012
Netherlands/ZuidHolland_29/2020	1273
Netherlands/ZuidHolland_30/2020	77
Netherlands/ZuidHolland_31/2020	136
Netherlands/ZuidHolland_32/2020	1943
Netherlands/ZuidHolland_33/2020	1516
Netherlands/ZuidHolland_5/2020	2871
Netherlands/ZuidHolland_6/2020	1250
Netherlands/ZuidHolland_7/2020	2198
Netherlands/ZuidHolland_8/2020	1513
Netherlands/ZuidHolland_9/2020	2870
Norway/1379/2020	1816
Norway/1443/2020	2161
Norway/1455/2020	2162
Norway/1493/2020	2162
Norway/1494/2020	2161
Norway/1495/2020	2835
Norway/1526/2020	3182
Norway/1538/2020	2170
Norway/1539/2020	2170
Norway/1694/2020	2160
Norway/1772/2020	2836
Norway/1781/2020	356
Norway/1811/2020	2829
Norway/1867/2020	838
Norway/1917/2020	410
Norway/1949/2020	414
Norway/1951/2020	432
Norway/1953/2020	2834
Norway/1955/2020	2925
Norway/1989/2020	410
Norway/2052/2020	1488
Norway/2084/2020	350
Norway/Trondheim-E10/2020	2830
Norway/Trondheim-E9/2020	939
Poland/PL_P1/2020	2216
Poland/PL_P31/2020	2977
Poland/PL_P32/2020	2882
Poland/PL_P33/2020	2882
Poland/PL_P36/2020	446
Poland/PL_P40/2020	63
Portugal/CV62/2020	1238
Portugal/CV63/2020	3213
Portugal/PT0001b/2020	1273
Portugal/PT0003/2020	3218
Portugal/PT0004/2020	3218
Portugal/PT0005/2020	2837
Portugal/PT0006a/2020	3218
Portugal/PT0006b/2020	3217
Portugal/PT0007/2020	667
Portugal/PT0008/2020	1006
Portugal/PT0009/2020	1014
Portugal/PT0010/2020	667
Portugal/PT0011/2020	3218
Portugal/PT0012/2020	2963
Portugal/PT0013/2020	2962
Portugal/PT0014/2020	2962
Portugal/PT0015/2020	2015
Portugal/PT0016/2020	667
Portugal/PT0017/2020	1006
Portugal/PT0018/2020	2962
Portugal/PT0019/2020	926
Portugal/PT0020/2020	1492
Portugal/PT0021/2020	273
Portugal/PT0022/2020	753
Portugal/PT0023/2020	811
Portugal/PT0024/2020	2709
Portugal/PT0025/2020	3218
Portugal/PT0026/2020	1014
Portugal/PT0027/2020	3218
Portugal/PT0028/2020	667
Portugal/PT0029/2020	1014
Portugal/PT0030/2020	1014
Portugal/PT0031/2020	1014
Portugal/PT0034/2020	753
Portugal/PT0036a/2020	1680
Portugal/PT0037/2020	520
Portugal/PT0285/2020	3218
Portugal/PT0286a/2020	808
Portugal/PT0286b/2020	932
Portugal/PT0287/2020	1508
Portugal/PT0288/2020	2962
Portugal/PT0289/2020	1015
Portugal/PT0290/2020	2953
Portugal/PT0291/2020	808
Portugal/PT0292/2020	808
Portugal/PT0293/2020	2965
Portugal/PT0294/2020	2973
Portugal/PT0295/2020	2483
Portugal/PT0296/2020	2483
Portugal/PT0297/2020	2483
Portugal/PT0298/2020	2953
Portugal/PT0299/2020	2753
Portugal/PT0301/2020	2962
Portugal/PT0303/2020	2962
Portugal/PT0304/2020	806
Portugal/PT0305/2020	97
Portugal/PT0306/2020	96
Portugal/PT0307/2020	808
Portugal/PT0308/2020	2952
Portugal/PT0309/2020	810
Portugal/PT0310/2020	2950
Portugal/PT0312/2020	921
Portugal/PT0313/2020	2957
Portugal/PT0315/2020	909
Portugal/PT0316/2020	808
Portugal/PT0317/2020	1006
Portugal/PT0319/2020	2951
Portugal/PT0320/2020	1006
Portugal/PT0321/2020	2958
Portugal/PT0323/2020	1397
Portugal/PT0324/2020	2957
Portugal/PT0329/2020	96
Portugal/PT0330/2020	1020
Portugal/PT0342/2020	813
Portugal/PT0498/2020	1762
Portugal/PT0499/2020	2721
Portugal/PT0500/2020	2720
Portugal/PT0501/2020	2365
Portugal/PT0605/2020	1100
Portugal/PT0606/2020	1046
Portugal/PT0607/2020	1088
Portugal/PT0608/2020	1100
Portugal/PT0609/2020	2732
Portugal/PT0610/2020	2732
Portugal/PT0611/2020	1006
Portugal/PT0612/2020	1006
Portugal/PT0613/2020	2955
Portugal/PT0694/2020	662
Portugal/PT0695/2020	972
Portugal/PT0697/2020	1006
Portugal/PT0699/2020	669
Portugal/PT0776/2020	1013
Portugal/PT0779/2020	2655
Portugal/PT0780/2020	868
Portugal/PT0781/2020	2962
Portugal/PT0782/2020	2725
Portugal/PT1475/2020	931
Portugal/PT1478a/2020	233
Portugal/PT1493/2020	2954
Portugal/PT1501/2020	2974
Portugal/PT1509a/2020	1681
Portugal/PT1514/2020	520
Portugal/PT1515/2020	262
Portugal/PT1519/2020	915
Russia/Krasnodar-63401/2020	1216
Russia/Krasnoyarsk-66501/2020	411
Russia/Lipetsk-62704/2020	1214
Russia/Lipetsk-62707/2020	1217
Russia/Moscow-62501/2020	2859
Russia/Moscow-62502/2020	760
Russia/Moscow-62505/2020	2860
Russia/Moscow-62506/2020	1222
Russia/Moscow-62508/2020	760
Russia/Moscow-64601/2020	2881
Russia/Moscow_64405/2020	1222
Russia/StPetersburg-3524/2020	263
Russia/StPetersburg-64304/2020	837
Russia/StPetersburg-RII3524VR4/2020	265
Slovakia/SK-BMC1/2020	2858
Slovakia/SK-BMC2/2020	245
Slovakia/SK-BMC5/2020	259
Slovakia/SK-BMC6/2020	1909
Slovenia/4584/2020	2988
Slovenia/808/2020	1836
Spain/AN-IBV-001874/2020	3181
Spain/AN-IBV-001875/2020	3181
Spain/AN-IBV-001876/2020	278
Spain/AN-IBV-001877/2020	277
Spain/AN-IBV-001879/2020	1345
Spain/AN-IBV-001880/2020	279
Spain/AN-IBV-001881/2020	641
Spain/AN-IBV-001883/2020	2764
Spain/AN-IBV-001884/2020	2406
Spain/AN-IBV-001886/2020	2191
Spain/AN-IBV-001887/2020	2191
Spain/AN-IBV-001888/2020	2743
Spain/AN-IBV-001889/2020	1331
Spain/AN-IBV-001891/2020	1365
Spain/AN-IBV-001892/2020	2683
Spain/AN-IBV-001893/2020	2571
Spain/AN-IBV-001894/2020	2707
Spain/AN-IBV-001895/2020	2747
Spain/AN-IBV-001897/2020	1365
Spain/AN-IBV-001899/2020	2381
Spain/AN-IBV-001900/2020	2791
Spain/AN-IBV-001901/2020	2796
Spain/AN-IBV-001902/2020	2788
Spain/AN-IBV-001905/2020	2701
Spain/AN-IBV-001906/2020	2189
Spain/AN-IBV-001922/2020	2400
Spain/AN-IBV-001923/2020	2597
Spain/AN-IBV-001924/2020	2548
Spain/AN-IBV-001925/2020	2065
Spain/AN-IBV-001926/2020	2480
Spain/AN-IBV-001927/2020	2065
Spain/AN-IBV-001928/2020	2483
Spain/AN-IBV-001929/2020	2386
Spain/AN-IBV-001932/2020	2409
Spain/AN-IBV-001934/2020	2388
Spain/AN-IBV-001935/2020	2600
Spain/AN-IBV-001936/2020	2414
Spain/AN-IBV-001937/2020	2765
Spain/AN-IBV-001938/2020	2551
Spain/AN-IBV-001939/2020	2542
Spain/AN-IBV-001940/2020	2407
Spain/AN-IBV-001941/2020	2581
Spain/AN-IBV-001942/2020	2548
Spain/AN-IBV-001944/2020	2401
Spain/AN-IBV-001946/2020	2395
Spain/AN-IBV-001947/2020	2408
Spain/AN-IBV-001948/2020	2172
Spain/AN-IBV-001949/2020	2453
Spain/AN-IBV-001950/2020	2554
Spain/AN-IBV-001951/2020	2519
Spain/AN-IBV-001952/2020	2540
Spain/AN-IBV-001953/2020	2599
Spain/AN-IBV-001954/2020	2482
Spain/AN-IBV-001955/2020	2390
Spain/AN-IBV-001956/2020	2432
Spain/AN-IBV-001958/2020	2452
Spain/AN-IBV-001959/2020	2362
Spain/AN-IBV-001960/2020	2409
Spain/AN-IBV-001961/2020	2407
Spain/AN-IBV-001962/2020	2364
Spain/AN-IBV-001963/2020	2403
Spain/AN-IBV-001964/2020	2543
Spain/AN-IBV-001965/2020	2586
Spain/AN-IBV-001967/2020	2582
Spain/AN-IBV-001968/2020	2588
Spain/AN-IBV-001969/2020	2359
Spain/AN-IBV-001970/2020	2386
Spain/AN-IBV-001971/2020	2387
Spain/AN-IBV-001972/2020	2063
Spain/AN-IBV-001973/2020	2535
Spain/AN-IBV-001974/2020	2506
Spain/AN-IBV-001975/2020	2395
Spain/AN-IBV-001976/2020	2404
Spain/AN-IBV-001977/2020	2398
Spain/AN-IBV-001978/2020	2399
Spain/AN-IBV-001979/2020	2398
Spain/AN-IBV-001980/2020	2178
Spain/AN-IBV-001981/2020	2397
Spain/AN-IBV-001982/2020	2398
Spain/AN-IBV-001983/2020	2405
Spain/AN-IBV-001984/2020	2326
Spain/AN-IBV-001985/2020	2594
Spain/AN-IBV-001987/2020	2363
Spain/AN-IBV-001988/2020	2581
Spain/AN-IBV-001989/2020	1833
Spain/AN-IBV-001991/2020	2404
Spain/AN-IBV-001992/2020	2395
Spain/AN-IBV-001993/2020	2400
Spain/AN-IBV-002003/2020	2065
Spain/AN-IBV-002011/2020	2405
Spain/AN-IBV-002012/2020	2407
Spain/AN-IBV-002049/2020	2548
Spain/AN-IBV-002052/2020	2407
Spain/AN-IBV-002053/2020	2394
Spain/AN-IBV-002054/2020	2524
Spain/AN-IBV-002055/2020	2395
Spain/AN-IBV-002062/2020	2430
Spain/AN-IBV-002836/2020	453
Spain/AN-IBV-002841/2020	2483
Spain/AN-IBV-002842/2020	2483
Spain/AN-IBV-002848/2020	2681
Spain/AN-IBV-002851/2020	2583
Spain/AN-IBV-002852/2020	2487
Spain/AN-IBV-002856/2020	2477
Spain/AN-IBV-002857/2020	2486
Spain/AN-IBV-002859/2020	2430
Spain/AN-IBV-002860/2020	2565
Spain/AN-IBV-002862/2020	2789
Spain/AN-IBV-002863/2020	622
Spain/AN-IBV-002867/2020	2705
Spain/AN-IBV-006080/2020	641
Spain/AN-IBV-006115/2020	2554
Spain/AN-IBV-98001933/2020	2462
Spain/AN-IBV-98001945/2020	2396
Spain/AN-IBV-98001966/2020	2478
Spain/AN-IBV-98002007/2020	2587
Spain/AN-IBV-98002013/2020	2450
Spain/AN-IBV-98002846/2020	1049
Spain/AN-IBV-98002896/2020	1048
Spain/AN-ISCIII-201257/2020	2327
Spain/AN-ISCIII-201272/2020	1835
Spain/AN-ISCIII-201273/2020	2067
Spain/AN-ISCIII-201373/2020	1864
Spain/AN-ISCIII-201488/2020	385
Spain/AN-ISCIII-201613/2020	2607
Spain/AN-ISCIII-201614/2020	2336
Spain/AN-ISCIII-201615/2020	1837
Spain/AN-ISCIII-201616/2020	2078
Spain/AN-ISCIII-201617/2020	1337
Spain/AN-ISCIII-201618/2020	2087
Spain/AN-ISCIII-201620/2020	2338
Spain/AN-ISCIII-201622/2020	2592
Spain/AN-ISCIII-201623/2020	2342
Spain/AN-ISCIII-201636/2020	1830
Spain/AN-ISCIII-201649/2020	1376
Spain/AN-ISCIII-202657/2020	2606
Spain/AN-ISCIII-202659/2020	2339
Spain/AR-IBV-2471/2020	2188
Spain/AR-IBV-2481/2020	2158
Spain/AR-ISCIII-201435/2020	2096
Spain/AR-ISCIII-201441/2020	2151
Spain/AR-ISCIII-201587/2020	2097
Spain/AR-ISCIII-201588/2020	2154
Spain/AR-ISCIII-201596/2020	2092
Spain/AR-ISCIII-201597/2020	2092
Spain/AR-ISCIII-201664/2020	2167
Spain/AR-ISCIII-201665/2020	2166
Spain/AR-ISCIII-201672/2020	2089
Spain/AR-ISCIII-201673/2020	2167
Spain/AR-ISCIII-201687/2020	2093
Spain/AR-ISCIII-201688/2020	2098
Spain/AR-ISCIII-201689/2020	2193
Spain/AR-ISCIII-201690/2020	2153
Spain/AR-ISCIII-201692/2020	2167
Spain/AR-ISCIII-201693/2020	2095
Spain/AR-ISCIII-201778/2020	2165
Spain/AR-ISCIII-201779/2020	2094
Spain/AR-ISCIII-201780/2020	2091
Spain/AR-ISCIII-201781/2020	2157
Spain/AR-ISCIII-201782/2020	2158
Spain/AR-ISCIII-201784/2020	2164
Spain/AR-ISCIII-201848/2020	2090
Spain/AR-ISCIII-201849/2020	2163
Spain/AR-ISCIII-201850/2020	2180
Spain/CE-ISCIII-202293/2020	2213
Spain/CL-ISCIII-201061/2020	108
Spain/CL-ISCIII-201323/2020	2576
Spain/CL-ISCIII-201372/2020	2576
Spain/CL-ISCIII-201437/2020	2573
Spain/CL-ISCIII-202362/2020	2639
Spain/CL-ISCIII-202468/2020	2642
Spain/CM-ISCIII-201306/2020	3213
Spain/CM-ISCIII-201328/2020	1323
Spain/CM-ISCIII-201329/2020	1325
Spain/CN-IBV-002592/2020	2173
Spain/CN-IBV-002593/2020	2781
Spain/CN-IBV-002594/2020	2781
Spain/CN-IBV-002595/2020	987
Spain/CN-IBV-002596/2020	2683
Spain/CN-IBV-002597/2020	1557
Spain/CN-IBV-002598/2020	641
Spain/CN-ISCIII-201048/2020	105
Spain/CN-ISCIII-201495/2020	2580
Spain/CN-ISCIII-201810/2020	2609
Spain/CN-ISCIII-201811/2020	2608
Spain/CN-ISCIII-201939/2020	818
Spain/CT-HUVH-VH1133/2020	2645
Spain/CT-IBV-003158/2020	2792
Spain/CT-IBV-003176/2020	454
Spain/CT-IBV-003177/2020	2686
Spain/CT-IBV-005591/2020	2746
Spain/CT-IrsiCaixa-04/2020	2641
Spain/CT-ISCIII-202044/2020	621
Spain/CT-ISCIII-202045/2020	1542
Spain/CT-ISCIII-202050/2020	2762
Spain/CT-ISCIII-202052/2020	1391
Spain/CT-ISCIII-209818/2020	2752
Spain/CT-ISCIII-34696/2020	804
Spain/EX-IBV-005003/2020	2690
Spain/EX-IBV-005004/2020	2675
Spain/EX-IBV-005005/2020	2649
Spain/EX-IBV-005006/2020	2707
Spain/EX-IBV-005007/2020	1036
Spain/EX-IBV-005008/2020	2634
Spain/EX-IBV-005009/2020	2702
Spain/EX-IBV-005010/2020	2677
Spain/EX-IBV-005011/2020	2674
Spain/EX-IBV-005012/2020	2701
Spain/EX-IBV-005013/2020	2765
Spain/EX-IBV-005014/2020	2771
Spain/EX-IBV-005015/2020	2699
Spain/EX-IBV-005016/2020	1346
Spain/EX-IBV-005017/2020	2695
Spain/EX-IBV-005018/2020	2382
Spain/EX-IBV-005019/2020	2627
Spain/EX-IBV-005020/2020	1352
Spain/EX-IBV-005021/2020	2700
Spain/EX-IBV-005022/2020	2676
Spain/EX-ISCIII-201239/2020	2828
Spain/EX-ISCIII-201248/2020	2610
Spain/EX-ISCIII-201654/2020	2611
Spain/EX-ISCIII-201655/2020	2167
Spain/EX-ISCIII-201899/2020	2640
Spain/EX-ISCIII-201963/2020	2635
Spain/GA-IBV-004025/2020	453
Spain/GA-IBV-004027/2020	1357
Spain/GA-IBV-004028/2020	1350
Spain/GA-IBV-004029/2020	2773
Spain/GA-IBV-004031/2020	2793
Spain/GA-IBV-004032/2020	2712
Spain/GA-IBV-004035/2020	2798
Spain/GA-IBV-004036/2020	2669
Spain/GA-IBV-004037/2020	2712
Spain/GA-ISCIII-201663/2020	2753
Spain/GA-ISCIII-201792/2020	2501
Spain/GA-ISCIII-201793/2020	2502
Spain/GA-ISCIII-201794/2020	2504
Spain/GA-ISCIII-201796/2020	2499
Spain/GA-ISCIII-201797/2020	2503
Spain/GA-ISCIII-201859/2020	2500
Spain/GA-ISCIII-201863/2020	2505
Spain/GA-ISCIII-201965/2020	2757
Spain/GA-ISCIII-202075/2020	2185
Spain/GA-ISCIII-202076/2020	2775
Spain/GA-ISCIII-202077/2020	2481
Spain/GA-ISCIII-202230/2020	2756
Spain/GA-ISCIII-202282/2020	2749
Spain/GA-ISCIII-202297/2020	2711
Spain/IB-IBV-002492/2020	2681
Spain/IB-IBV-002493/2020	2491
Spain/IB-IBV-002494/2020	2698
Spain/IB-IBV-2501/2020	2685
Spain/IB-IBV-99007181/2020	2740
Spain/IB-IBV-99007182/2020	2911
Spain/IB-IBV-99007192/2020	2691
Spain/IB-IBV-99007204/2020	2738
Spain/IB-IBV-99007216/2020	2714
Spain/IB-IBV-99007240/2020	2913
Spain/IB-IBV-99007252/2020	2839
Spain/IB-IBV-99007264/2020	849
Spain/IB-IBV-h2502/2020	1348
Spain/MD-FISABIO-Vircell001/2020	2638
Spain/MD-H12-13/2020	1314
Spain/MD-H12-1301/2020	2796
Spain/MD-H12-16/2020	2792
Spain/MD-H12-29/2020	2385
Spain/MD-H12-30/2020	334
Spain/MD-H12-31/2020	2637
Spain/MD-H12-32/2020	2733
Spain/MD-H12-3203/2020	2664
Spain/MD-H12-33/2020	2722
Spain/MD-H12-3304/2020	2794
Spain/MD-H12-34/2020	2179
Spain/MD-H12-3405/2020	1334
Spain/MD-H12-35/2020	1354
Spain/MD-H12-36/2020	2568
Spain/MD-H12-61/2020	1361
Spain/MD-H12-H12-1502/2020	2638
Spain/MD-H12-H12-1703/2020	2735
Spain/MD-H12-LP11-2271/2020	1319
Spain/MD-H12-LP16-6193/2020	1321
Spain/MD-H12-LP19-4952/2020	1314
Spain/MD-H12-LP20-2327/2020	2522
Spain/MD-H12-LP22-5885/2020	1314
Spain/MD-H12-LP23-5852/2020	2723
Spain/MD-H12-LP24-5999/2020	2725
Spain/MD-H12-LP27-2548/2020	2750
Spain/MD-H12-LP28-2522/2020	1299
Spain/MD-H12-LP29/2020	2150
Spain/MD-H12-LP30-2226/2020	2728
Spain/MD-H12-LP32/2020	2689
Spain/MD-H12-LP33/2020	2727
Spain/MD-H12-R11/2020	1313
Spain/MD-H12-R17/2020	1320
Spain/MD-H12-R19/2020	1322
Spain/MD-H12-R20/2020	1337
