Strain	Source	Country	Province	City	Latitude	Longitude	Day	Month	Year	TP1	TP2
Hangzhou/ZJU-011/2020	Cow_Farm	China	Zhejiang	Suzhou	29.1700821	120.0678864	4	2	2020	1	1
Hangzhou/ZJU-02/2020	Cow_Farm	China	Zhejiang	Suzhou	29.1700821	120.0678864	26	1	2020	1	1
Hangzhou/ZJU-04/2020	Cow_Farm	China	Zhejiang	Suzhou	29.1700821	120.0678864	24	1	2020	1	1
Hangzhou/ZJU-05/2020	Cow_Farm	China	Zhejiang	Suzhou	29.1700821	120.0678864	22	1	2020	1	1
Hangzhou/ZJU-06/2020	Cow_Farm	China	Zhejiang	Suzhou	29.1700821	120.0678864	2	2	2020	1	1
Hangzhou/ZJU-09/2020	Cow_Farm	China	Zhejiang	Suzhou	29.1700821	120.0678864	28	1	2020	1	1
Harbin/HRB-25/2020	Cow_Farm	China	Heilongjiang	Suzhou	47.8637543	127.773674	13	3	2020	1	1
Harbin/HRB-26/2020	Cow_Farm	China	Heilongjiang	Suzhou	47.8637543	127.773674	2	3	2020	1	1
Hefei/2/2020	Cow_Farm	China	Anhui	Suzhou	31.8238602	117.2314758	23	2	2020	1	1
Henan/HN01/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	24	2	2020	1	1
Henan/HN04/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	24	2	2020	1	1
Henan/IVDC-HeN-002/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	20	1	2020	1	1
Henan/fahzu0002/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	20	2	2020	1	1
Henan/fahzu0007/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	15	2	2020	1	1
Henan/fahzu0008/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	15	2	2020	1	1
Henan/fahzu0010/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	15	2	2020	1	1
Henan/fahzu0011/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	18	2	2020	1	1
Henan/fahzu0012/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	17	2	2020	1	1
Henan/fahzu0014/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	18	2	2020	1	1
Henan/fahzu0017/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	19	2	2020	1	1
Henan/fahzu0018/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	20	2	2020	1	1
Henan/fahzu0021/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	20	2	2020	1	1
Henan/fahzu0022/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	20	2	2020	1	1
Henan/fahzu0028/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	22	2	2020	1	1
Henan/fahzu0033/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	27	2	2020	1	1
Henan/fahzu0036/2020	Cow_Farm	China	Henan	Suzhou	34.768433	113.495178	28	2	2020	1	1
Hunan/HN-CIDC-P10/2020	Cow_Farm	China	Hunan	Suzhou	27.607378	111.7137222	29	1	2020	1	1
Hunan/HN-CIDC-P11/2020	Cow_Farm	China	Hunan	Suzhou	27.607378	111.7137222	29	1	2020	1	1
Hunan/HN-CIDC-P2/2020	Cow_Farm	China	Hunan	Suzhou	27.607378	111.7137222	17	1	2020	1	1
Hunan/HN-CIDC-P5/2020	Cow_Farm	China	Hunan	Suzhou	27.607378	111.7137222	25	1	2020	1	1
Hunan/HN-CIDC-P6/2020	Cow_Farm	China	Hunan	Suzhou	27.607378	111.7137222	28	1	2020	1	1
Italy/ABR-ISS-3851/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	8	3	2020	1	1
Italy/ABR-IZSGC-484/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	27	2	2020	1	1
Italy/ABR-IZSGC-6193/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	23	3	2020	0	1
Italy/ABR-IZSGC-TE10007/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	2	4	2020	0	1
Italy/ABR-IZSGC-TE10151/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	2	4	2020	0	1
Italy/ABR-IZSGC-TE12337/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	7	4	2020	0	1
Italy/ABR-IZSGC-TE12759/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	8	4	2020	0	1
Italy/ABR-IZSGC-TE12774/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	8	4	2020	0	1
Italy/ABR-IZSGC-TE13484/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	8	4	2020	0	1
Italy/ABR-IZSGC-TE13858/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	9	4	2020	0	1
Italy/ABR-IZSGC-TE14168/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	9	4	2020	0	1
Italy/ABR-IZSGC-TE14297/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	9	4	2020	0	1
Italy/ABR-IZSGC-TE26423/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	26	4	2020	0	1
Italy/ABR-IZSGC-TE26539/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	27	4	2020	0	1
Italy/ABR-IZSGC-TE26540/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	27	4	2020	0	1
Italy/ABR-IZSGC-TE27016/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	27	4	2020	0	1
Italy/ABR-IZSGC-TE28268/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	29	4	2020	0	1
Italy/ABR-IZSGC-TE30364/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	29	4	2020	0	1
Italy/ABR-IZSGC-TE32707/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	29	4	2020	0	1
Italy/ABR-IZSGC-TE34742/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	4	5	2020	0	1
Italy/ABR-IZSGC-TE36500/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	6	5	2020	0	1
Italy/ABR-IZSGC-TE46421/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46424/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46428/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46429/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46433/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46435/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46436/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE46456/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	5	2020	0	1
Italy/ABR-IZSGC-TE4836/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	16	3	2020	0	1
Italy/ABR-IZSGC-TE4880/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	3	2020	1	1
Italy/ABR-IZSGC-TE4884/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE4891/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE4925/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	14	3	2020	1	1
Italy/ABR-IZSGC-TE4926/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE49273/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	16	5	2020	0	1
Italy/ABR-IZSGC-TE49461/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	16	5	2020	0	1
Italy/ABR-IZSGC-TE49480/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	16	5	2020	0	1
Italy/ABR-IZSGC-TE49482/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	16	5	2020	0	1
Italy/ABR-IZSGC-TE5040/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE5052/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE5056/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE5173/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	18	3	2020	0	1
Italy/ABR-IZSGC-TE5473/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	19	3	2020	0	1
Italy/ABR-IZSGC-TE5541/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	20	3	2020	0	1
Italy/ABR-IZSGC-TE5545/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	20	3	2020	0	1
Italy/ABR-IZSGC-TE5547/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	20	3	2020	0	1
Italy/ABR-IZSGC-TE5551/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE5553/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	17	3	2020	0	1
Italy/ABR-IZSGC-TE5674/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	20	3	2020	0	1
Italy/ABR-IZSGC-TE5687/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	20	3	2020	0	1
Italy/ABR-IZSGC-TE5827/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	21	3	2020	0	1
Italy/ABR-IZSGC-TE5835/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	21	3	2020	0	1
Italy/ABR-IZSGC-TE6195/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	23	3	2020	0	1
Italy/ABR-IZSGC-TE6202/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	23	3	2020	0	1
Italy/ABR-IZSGC-TE6218/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	23	3	2020	0	1
Italy/ABR-IZSGC-TE6222/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	23	3	2020	0	1
Italy/ABR-IZSGC-TE6225/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	23	3	2020	0	1
Italy/ABR-IZSGC-TE6570/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE6571/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE6572/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE6575/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE6577/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE6580/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE6644/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	24	3	2020	0	1
Italy/ABR-IZSGC-TE7097/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	26	3	2020	0	1
Italy/ABR-IZSGC-TE77497/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	9	6	2020	0	1
Italy/ABR-IZSGC-TE8387/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	30	3	2020	0	1
Italy/ABR-IZSGC-TE9047/2020	Cow_Farm	Italy	Abruzzo	Suzhou	42.2274933	13.8549938	1	4	2020	0	1
Italy/APU-CRGS-1/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	20	4	2020	0	1
Italy/APU-CRGS-2/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	21	4	2020	0	1
Italy/APU-ISS-3187/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	6	3	2020	1	1
Italy/APU-IZSPB-60PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	21	4	2020	0	1
Italy/APU-IZSPB-67PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-IZSPB-74PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-IZSPB-98APT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	10	4	2020	0	1
Italy/APU-IZSPB_169APT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	31	3	2020	0	1
Italy/APU-IZSPB_319PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-IZSPB_323PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-IZSPB_324PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-IZSPB_325PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-PODV-15699471/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	8	4	2020	0	1
Italy/APU-PODV-15705199/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	14	4	2020	0	1
Italy/APU-PODV-15705209/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	14	4	2020	0	1
Italy/APU-PODV-15705294/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	14	4	2020	0	1
Italy/APU-PODV-15705365/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	14	4	2020	0	1
Italy/APU-PODV-15705641/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	15	4	2020	0	1
Italy/APU-PODV-15709786/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	18	4	2020	0	1
Italy/APU-PODV-15713145/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	21	4	2020	0	1
Italy/APU-PODV-15714509/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	21	4	2020	0	1
Italy/APU-PODV-15716050/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	22	4	2020	0	1
Italy/APU-PODV-15726195/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	30	4	2020	0	1
Italy/APU-PODV-15732017/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	6	5	2020	0	1
Italy/APU-POLBA02/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	21	3	2020	0	1
Italy/APU-POLBA06/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	21	3	2020	0	1
Italy/APU-POLBA21/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	28	3	2020	0	1
Italy/APU-UniMI-1259/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	20	3	2020	0	1
Italy/APU-UniMI-22/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	16	3	2020	0	1
Italy/APU-UniMI-39/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	16	3	2020	0	1
Italy/APU-UniMI-4357/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	9	4	2020	0	1
Italy/APU-UniMI-45/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	16	3	2020	0	1
Italy/APU-UniMI-4663/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	10	4	2020	0	1
Italy/APU-UniMI-5409/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5418/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5425/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5428/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5429/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5430/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5436/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-5439/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	11	4	2020	0	1
Italy/APU-UniMI-6/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	16	3	2020	0	1
Italy/APU-UniMI-62PT/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	28	3	2020	0	1
Italy/APU-UniMI-694/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	19	3	2020	0	1
Italy/APU-UniMI-703/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	18	3	2020	0	1
Italy/APU-UniMI-706/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	18	3	2020	0	1
Italy/APU-UniMI-802/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	19	3	2020	0	1
Italy/APU-UniMI-804/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	20	3	2020	0	1
Italy/APU-UniMI-813/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	20	3	2020	0	1
Italy/APU-UniMI-847/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	20	3	2020	0	1
Italy/APU-UniMI-854/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	20	3	2020	0	1
Italy/APU-UniMI-CL1/2020	Cow_Farm	Italy	Apulia	Suzhou	40.928005	16.743171	14	3	2020	1	1
Italy/AVA-AMVRC-4870/2020	Cow_Farm	Italy	Valle D'Aosta	Suzhou	45.7302551	7.3869739	14	3	2020	1	1
Italy/AVA-AMVRC-4875/2020	Cow_Farm	Italy	Valle D'Aosta	Suzhou	45.7302551	7.3869739	15	3	2020	1	1
Italy/BAS-AMVRC-4162/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	7	4	2020	0	1
Italy/BAS-UniMI-2144/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	23	3	2020	0	1
Italy/BAS-UniMI-2161/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	23	3	2020	0	1
Italy/BAS-UniMI-2627/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	20	3	2020	0	1
Italy/BAS-UniMI-2956/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	27	3	2020	0	1
Italy/BAS-UniMI-4028/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	6	4	2020	0	1
Italy/BAS-UniMI-4160/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	8	4	2020	0	1
Italy/BAS-UniMI-5062/2020	Cow_Farm	Italy	Basilicata	Suzhou	40.4995918	16.0814552	24	3	2020	0	1
Italy/CAL-ISS-4676/2020	Cow_Farm	Italy	Calabria	Suzhou	39.0676918	16.3476486	7	3	2020	1	1
Italy/CAL-ISS-5126/2020	Cow_Farm	Italy	Calabria	Suzhou	39.0676918	16.3476486	13	3	2020	1	1
Italy/CAM-AMC-13-5287/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	27	3	2020	0	1
Italy/CAM-CEINGE-1/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	30	5	2020	0	1
Italy/CAM-CEINGE-S66/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	15	4	2020	0	1
Italy/CAM-CRGS-1/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	14	3	2020	1	1
Italy/CAM-CRGS-10/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	15	3	2020	1	1
Italy/CAM-CRGS-100/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	21	3	2020	0	1
Italy/CAM-CRGS-102/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	23	3	2020	0	1
Italy/CAM-CRGS-103/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	23	3	2020	0	1
Italy/CAM-CRGS-105/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	1	4	2020	0	1
Italy/CAM-CRGS-106/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	2	4	2020	0	1
Italy/CAM-CRGS-107/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	4	4	2020	0	1
Italy/CAM-CRGS-109/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	9	4	2020	0	1
Italy/CAM-CRGS-110/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	13	4	2020	0	1
Italy/CAM-CRGS-112/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	15	4	2020	0	1
Italy/CAM-CRGS-114/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	4	2020	0	1
Italy/CAM-CRGS-115/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	4	2020	0	1
Italy/CAM-CRGS-116/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	21	4	2020	0	1
Italy/CAM-CRGS-117/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	28	4	2020	0	1
Italy/CAM-CRGS-12/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	15	3	2020	1	1
Italy/CAM-CRGS-13/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	15	3	2020	1	1
Italy/CAM-CRGS-14/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	16	3	2020	0	1
Italy/CAM-CRGS-15/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	16	3	2020	0	1
Italy/CAM-CRGS-16/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	16	3	2020	0	1
Italy/CAM-CRGS-18/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	17	3	2020	0	1
Italy/CAM-CRGS-19/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	17	3	2020	0	1
Italy/CAM-CRGS-20/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-21/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-22/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-23/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-25/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-27/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-28/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-30/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	18	3	2020	0	1
Italy/CAM-CRGS-31/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-32/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-33/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-330/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	10	4	2020	0	1
Italy/CAM-CRGS-34/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-35/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-36/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-37/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	19	3	2020	0	1
Italy/CAM-CRGS-39/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	3	4	2020	0	1
Italy/CAM-CRGS-4/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	14	3	2020	1	1
Italy/CAM-CRGS-41/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	30	3	2020	0	1
Italy/CAM-CRGS-42/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	24	3	2020	0	1
Italy/CAM-CRGS-44/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	24	3	2020	0	1
Italy/CAM-CRGS-46/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	25	3	2020	0	1
Italy/CAM-CRGS-47/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	30	3	2020	0	1
Italy/CAM-CRGS-48/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	30	3	2020	0	1
Italy/CAM-CRGS-50/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	3	4	2020	0	1
Italy/CAM-CRGS-52/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	4	4	2020	0	1
Italy/CAM-CRGS-53/2020	Cow_Farm	Italy	Campania	Suzhou	40.8605804	14.8440666	16	4	2020	0	1
